"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"01001",-0.288329851023528,0.854091330820528,-1.17162475666081,1.27169356615018,4.804143516204,1.32383578479731,0.616496577675019,0.488579178542348,2.35959965369124
"01007",0.73827324754141,2.39819646168109,-0.524763823482743,1.41194541859349,2.83601518102428,-1.69355165727425,-1.00626123821275,1.79847480712587,4.23334786404921
"01021",1.83985690631763,0.532789914215259,-0.572993348819772,0.651682068454185,4.64850227388871,0.426982925741659,1.53521523132945,1.39982603450084,3.11976194660688
"01037",4.05654758507188,0.5236146752992,0.62633003697683,0.245924068443126,5.68708349269347,3.54402855338583,0.343480725224987,1.88710909242016,2.88496559819034
"01047",1.30678606228516,-1.69826899256812,-0.0747688889081166,-0.463942601356693,5.38628204655394,0.677300049686713,-0.209914192108573,0.420058447132754,3.65217937650357
"01051",0.209544821496843,0.358795847161941,-2.87723869737464,0.0983496193170064,4.23980436272418,1.59606357805575,1.1506144441356,-0.296027702762569,2.66490514176045
"01053",0.172048585935247,2.54766377841424,0.615933950215242,-1.32235318735541,1.71361098265368,0.338947394485745,2.71456986257701,-0.968639486460443,2.07388422470058
"01063",0.752758441921975,-1.48406727939842,9.27912119710874,-6.9795768169292,6.51243747543646,0.546839860698278,-0.558688492893122,-2.41648198475181,3.78241251904088
"01065",1.7804166182317,0.113154736248799,2.26639564809035,-1.80824681010984,6.26169510290451,0.904853350855128,-0.621303728975653,-0.969985433647214,4.9939264855962
"01099",-1.96857152757264,-1.17960722216155,3.4772316669492,1.14242954781734,6.41928205239717,0.106467085451034,0.450600911086063,0.599537040200437,3.39987455438513
"01101",1.97636939844252,-1.99002271391161,-0.485564162030339,1.07190888526261,3.66188580965299,1.34333913704854,0.156587882129555,-0.202611888935822,0.494113118029738
"01105",0.31589724311214,-1.28582849702381,3.45693843813459,-5.77212160420854,6.62730065214396,1.67818906947443,3.24299054113142,-1.66665573460801,3.14380536373871
"01109",-0.866871101028044,-3.88660013615545,-3.66538088847627,6.62564417097631,3.52291177649424,-0.0148479599588414,0.92458464539642,-0.403231337431398,1.09919225079351
"01113",1.36382074065409,-3.32448464094391,-2.85774034956598,-0.473777748537363,4.04987373854344,0.993950845255642,2.66032062510899,-3.2412010929481,2.84671449489169
"01119",-1.36966225014921,2.4740337480444,5.45928113361502,-3.37447783339643,0.148096774882656,0.744926160577064,-1.08700608870249,-1.81387113845985,4.28745910734996
"01123",-1.96115225051691,1.48195333414456,-0.200640323632095,-0.515545504214321,6.52138049723463,1.29343462875506,-0.608289198434819,1.09773528715837,4.82165036144768
"05005",1.00675230324787,3.75829128178347,-0.997697561478772,5.16790070013917,0.390601543854729,0.138171018519939,1.42439063789908,-0.746412797086193,2.7370749601658
"05065",1.96022335174215,3.40889451542536,-0.146484465144825,0.730882540040101,2.19170067521126,-0.583282116786665,-0.364078231325216,1.60253415235672,0.429011393195267
"05079",-1.62046088275248,5.86497081441675,10.9345812200613,-8.39656265702174,2.59849725658035,-0.642747604249838,1.30365534670567,2.01887935868474,-0.0209081191047344
"05095",4.74171984984748,2.41349282462908,13.3702067175681,-12.4380797206155,-4.86215675310016,-0.032570187080283,4.20720796348371,-0.451453505752741,4.67073829655713
