"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"01001",-0.452894624006861,2.06601962720652,-0.498335938926253,-0.747737746506771,2.44783631094587,2.44011093124523,0.797888224390819,0.743660981474692,3.49922863411927
"01007",-0.783893449257966,1.13593144383439,2.28231151414016,2.12345498318542,0.871823654858828,3.10177618669516,-0.374439734412868,-1.48471412739493,5.64283420387062
"01021",0.651083600926716,-2.0201475288117,1.89364018435587,2.03340956282378,3.66392167477563,-0.486616509283444,4.47306293475311,0.749025395671055,1.87655213465916
"01037",-1.70401026259756,-2.92909382879097,3.27038905932613,1.18982196368667,0.611773715896491,-0.439229883451631,-0.903052853470276,-0.0413818421760026,-3.41667239211456
"01047",-1.46423403059018,0.874151973644088,-0.337115433283885,0.568460010733274,1.20549367295295,0.76538014641574,0.703127467753717,0.392346563105983,4.44118737954982
"01051",0.451495135167113,0.992602731145076,-0.434760123787037,-2.22406893119926,1.49148348871986,0.402638387558807,0.529457807479439,-0.688459444006728,2.98450096122849
"01053",-1.40988811207611,0.200014331675935,1.1238342626775,0.732667526717656,2.78429798183626,-0.904176569262949,0.2887883089842,0.554937271924016,1.29284016377609
"01063",0.446998392462961,-1.43054094485833,-10.1706680102913,-3.63402947174928,6.37102757788932,3.812895814239,0.0957267611440216,-0.712035539505562,-0.277343118920526
"01065",-1.33252718464151,-1.21769997427983,6.00920057218539,-0.781068258901618,0.88263569014142,1.82223885006396,-0.55913631489154,1.95491403399177,0.379358547103625
"01099",-7.57913561026096,-1.80106690244621,-0.191604951117519,2.0939055285335,2.63046574435386,0.455137012117413,0.311200741426587,0.961306939471496,-0.679914103087476
"01101",0.396904727380099,-1.7366159334126,-1.2843410743597,0.217660019226673,2.29321233334607,0.958987991989657,-1.14378404965126,-0.22158241353426,2.46092058464158
"01105",1.43977468006398,-1.66542600749457,-3.31417966143852,-3.64082905488476,0.638722335012587,2.35959035199818,-1.23942869227825,0.295243139452417,2.33895333221397
"01109",1.18644793830407,-1.26035891194203,-1.48862534896014,4.68511308983997,3.84811180031048,0.752566914220032,-2.84975698999839,-1.29116027150301,1.33801769260049
"01113",-1.70135147825871,-1.33237092123234,1.35774419386872,0.00434698604989681,3.40993800892666,-0.329711855886539,0.168057716560011,0.516458008188758,1.53080854525143
"01119",-0.481862098633423,0.446007545562432,-1.59702876259525,5.42980109382265,2.46305124519655,0.768392813999985,1.38051383804529,-0.961763958023121,-2.26221012853457
"01123",-1.76087077120599,-2.30849665498566,0.638191236908314,-1.41887341842795,0.895082234286537,0.89150984354629,2.10042688589709,-1.44144884299894,1.15767180152759
"05005",-0.897424021810656,0.768617647058822,1.55082167710268,0.137172527332563,-1.35457440880916,1.53232609422114,1.87531245231614,0.0721411500492986,1.21311372187285
"05065",-0.94798910470808,5.80585175504109,0.404032842630886,-0.265819790545641,2.85141682552046,2.64607921442261,0.421550956201866,-1.59813260786226,-1.66306406225084
"05079",-0.524921088736274,0.0551921992637094,0.882665693172457,1.75177633341854,2.55098067644637,-4.11340785926541,3.11218249730574,1.10325316536839,-0.142224987503214
"05095",1.77268163001616,1.87838047341753,1.59399285145698,-1.27386168808276,2.42720310856934,-0.347273700113215,2.62583803923904,1.25012050889606,-0.432467463008657
"05121",0.910003568218576,1.47183692669541,-0.321880811482411,0.236964203992307,0.160746828663871,8.29507190577197,3.12251131371368,0.153877968466709,1.31926777645206
"05135",1.7283364438077,1.27451798735043,-0.388107720619313,2.15260790364102,4.85055354381636,1.87679233226039,-1.32632285578839,-5.19852998080438,1.16418848146997
"13047",-1.56947152012032,-0.772407670678921,-0.426181616928523,-0.904214296377948,1.80229270069805,-1.60933100889409,0.251365343930665,-0.397204973919363,2.17148437573276
"13115",0.390072863176272,-0.751805467762312,-0.991480653501653,-0.267528029938824,2.75101904706776,0.705316541881418,0.0708361654185197,-0.383844489126661,-0.0693612609641403
"13129",-0.309829926134475,-1.94201186638902,2.75525128402661,-0.485138236362637,0.620213466007291,1.38092901286671,9.23067605456005,-5.18987665239676,5.31366114004754
"17069",2.95104063419056,0.315955469964191,5.84084454006395,5.60565175028906,-6.52453787578392,-7.38995141938948,-1.66509637458094,-1.4091239960433,-6.15089932091554
"17081",0.7723574868721,2.80434645088168,-4.55683605521634,3.47486117572684,2.03447787645414,-1.30987173795375,-0.212588644116996,-1.48042766887237,3.07784105594631
"17145",-1.21275897283193,-0.552154842689689,2.73178130538669,-0.308877990120848,2.70442376357194,2.77534520351512,-0.365693152065127,-0.846921058442807,2.88970295386457
"17185",1.54581464677099,2.13336603962253,-2.03824217215498,5.20310643107771,-1.11802652595282,-4.23120575736753,3.08377848574388,6.76939405152976,-1.53103178491388
"17191",3.57362747121888,-2.11567989417989,2.42060102392958,2.53854045216204,-4.09314477873752,1.97153470149649,-0.789380471855661,-3.53758656134253,1.06830796526245
"17193",-0.321969479725526,-0.551737539360586,0.979420251585772,-0.25820465534967,-1.88841574134093,-2.0929034084194,-4.33264324847282,1.67602330823051,2.66599519186423
"18083",0.836625391878321,-0.547540823927128,-0.869962353308396,1.37695148340347,-0.263013959093139,2.72045381373975,0.313548796525076,-0.203470677594186,1.85685859770759
"18149",-0.651713989926739,-0.693706133883809,-0.171012527690129,1.03609562652995,0.454131072262753,-2.3135052989944,1.42091595509228,3.61147067725232,4.04356412257956
"21075",8.22778896963026,2.81683215051989,-0.717103927275187,-0.536601706381468,-0.373741683172879,-0.984745642509599,-1.67211797411898,-2.43858303644818,-0.841058227998914
